id,name,address,rating,author,text,review_rating
1,The Standard SeaShack,"442 W 13th St, New York, NY 10014, USA",3.3,Konstantine Svanidze,"Magical place for everyone, any season , any mood. You can find LBTQI + supportive decorations. At night disco ball is spinning",5
2,The Standard SeaShack,"442 W 13th St, New York, NY 10014, USA",3.3,Robyn,"Terrible experience. I asked the hostess the seat me in the shade, and had to continuously move my table because she failed to put me in the shade, and gave the shaded table to other parties.
The menu fails to tell you what’s in the food and it comes with unexpected surprises like onions in your eggs. There should never be surprises in a person’s food on an a la carte menu. I waited for a while after finishing my food before the waiter even came back over. The food is overpriced and not worth it.",1
3,The Standard SeaShack,"442 W 13th St, New York, NY 10014, USA",3.3,Evan McNeeley,I'd like to go.,5
4,The Standard SeaShack,"442 W 13th St, New York, NY 10014, USA",3.3,Shaima Alharbi,Had a great time with there cocktails !! The place great for spring/summer time with outdoor sitting it was really nice view to the high line park ! And the city,5
5,The Standard SeaShack,"442 W 13th St, New York, NY 10014, USA",3.3,carol lopez,The worst attention and they never gave me my change back!  The “manager” did nothing about it!!,1
6,STK Steakhouse,"26 Little W 12th St, New York, NY 10014, USA",4.7,Nikol Hristova,"The staff was amazing, very professional, made lots of recommendations, and was overall very skilled. The food was tasty and came quite quickly, but my steak was a bit too salty for me. In terms of atmosphere, it feels more like a club with loud and dynamic music and it was hard to talk with the people I came with.

Edit: They charged us with additional bottle of wine that we never ordered nor drank! That is why I edited the rating from 4 stars to 1 star. Not professional at all!!!",1
7,STK Steakhouse,"26 Little W 12th St, New York, NY 10014, USA",4.7,Jaida Boodram,"Jonah's exceptional service at STK! Timeliness and friendliness are indeed essential qualities for a server, and it's evident that Jonah excels in both aspects. A server like Jonah can truly elevate the dining experience, making it memorable and enjoyable. Their dedication and attention to detail contribute significantly to the overall ambiance and satisfaction of patrons. It's wonderful when a dining experience lives up to the hype, thanks to outstanding service like Jonah's. Cheers to great service and unforgettable dining moments at STK!",5
8,STK Steakhouse,"26 Little W 12th St, New York, NY 10014, USA",4.7,Rachel Lewis,This was an amazing experience. The food was top notch…and our server Edward was awesome! He really didn’t miss a beat. He took really good care of us. Would definitely return and absolutely requesting the same server.,5
9,STK Steakhouse,"26 Little W 12th St, New York, NY 10014, USA",4.7,Dudy Bar-Tal,"STK consistently impresses, even on a late Sunday night when cravings strike. We arrived famished for steak, and they delivered beyond expectations. The ambiance was inviting, with attentive hosts and a warm staff. Each bite was a symphony of flavors, showcasing their culinary prowess. From perfectly cooked steaks to delectable sides, every dish delighted the palate. STK proves once again why it's a top choice for exceptional dining experiences, no matter the hour.",5
10,STK Steakhouse,"26 Little W 12th St, New York, NY 10014, USA",4.7,Catherine Renderos,"Food was amazing! We sat outside on the rooftop, our waiter Eduard was so attentive, he made our dinner so special. My fiancé and mom were celebrating our upcoming wedding. He checked in with us consistently and was very friendly ,had a great conversation with my husband. We will definitely be looking forward to coming back soon! Thank you for the amazing service Eduard.",5
11,TAO Downtown Restaurant,"92 9th Ave, New York, NY 10011, USA",4.3,Popo Bee,"One of my favorite restaurants in NYC! It’s a pretty expensive restaurant but I’d say that it’s worth it - so far all the food I’ve had here didn’t disappoint!

I probably tasted more than 7 dishes here already and all of them are delicious! The vibe is also very sophisticated and classy but if you want to avoid the crowd you should definitely dine in early to avoid the influx of people who are also going to their bar/club.

Also, reserve in advance because it’s hard to get a table through walk-in because they’re very popular! And when you get a reservation make sure you arrive on time because they’re strict with their grace period - u lose the table if u miss it!",5
12,TAO Downtown Restaurant,"92 9th Ave, New York, NY 10011, USA",4.3,Shondraia Guo,"10/10 food 10/10 ambience 🔥 Service was okay. The food was so tasty and came in great timing. Honey glazed salmon was delicious, stir fry noodles so flavorful! Can’t go wrong with any of the selections.  Definitely would go back to try more items!",5
13,TAO Downtown Restaurant,"92 9th Ave, New York, NY 10011, USA",4.3,Stephanie Arbelaez,"My favorite place, love to share plates with my friends here and have an amazing experience with the staff. From Connie (receptionist) to Lassaro the server we always have a great time ! So many wonderful experiences I finally had to leave my thoughts on this place. The food is extraordinary- literally 10 plates of food & 5 desserts!!! Everything we have tried is 10/10 can not stress enough how much I love the different flavors and choices for my sister who doesn’t eat pork - I don’t eat sea food - but the options are unlimited. We usually are seated on the stairs area (not sure what it’s called) where the lighting is great but I find the place unique because you’ll have a different experience depending on where you sit but the view and vibes are always incredible. THANK YOU !! 🙏🏽 for always taking care of us. We will always come back for your amazing attention to detail & delicious drink recommendations! Must try the passion fruit cocktail and the huge fortune cookie. The papers inside are so funny.",5
14,TAO Downtown Restaurant,"92 9th Ave, New York, NY 10011, USA",4.3,Salma,"We had an great dining experience here! The staff was very friendly, and the waiter provided great recommendations. It was a birthday dinner, and the food was delicious!",5
15,TAO Downtown Restaurant,"92 9th Ave, New York, NY 10011, USA",4.3,Dayana Londono,"This place it’s really cool.. I was in love with the atmosphere, so Asian and the low light so charming. We tried different apps and plates.
You would love Hong Kong noodle plate, the portion is very generous and the flavors are perfectly mix together. The sand snapper is stunning with a good spicy flavor.
A lot of different mixtures for the cocktails but without a doubt TAO-TINI my favorite a mix between coconut, raspberry and vodka I have no words.
A totally lovely experience here, I loved it.",5
16,Friedman’s,"75 9th Ave, New York, NY 10011, USA",4.2,Hector Nava,"Let me start by saying this place is good but over priced, the staff were great, attentive, friendly and professional. The food was fresh, tasty and good quality. The burger prices tag as shown on the picture was 36 with fries, total price 61 dollars plus tip which they use the automated tip system so total bill was around 72 dollars, I found it excessive for the type of place but we were pleased with the food, I would say if you on the budget there’s better options.",4
17,Friedman’s,"75 9th Ave, New York, NY 10011, USA",4.2,Thomas Shively,"Great breakfast with large portions.
Excellent service. We ate at the Harold Square location.",5
18,Friedman’s,"75 9th Ave, New York, NY 10011, USA",4.2,Liz Parra (LizComensal),"Ordered Chicken Chilaquiles with egg and salsa verde. They were spicy, flavorful and good! Our waitress was fantastic.

It is a nice place inside the rush of Chelsea Market but a few feet away from people walking making the atmosphere perfect for enjoyment and relax your feet.",4
19,Friedman’s,"75 9th Ave, New York, NY 10011, USA",4.2,Abigail Adamek,Great spot for breakfast and brunch. Food is always consistent at any of their locations. Staff is very nice and friendly. Turn over is pretty fast for a table.,5
20,Friedman’s,"75 9th Ave, New York, NY 10011, USA",4.2,Aldo Guzman Rosete,Atmosphere is fantastic because you are inside Chelsea Market. This restaurant offers nice food and good service.,4
21,The Standard Grill,"The Standard, High Line, 848 Washington St, New York, NY 10014, USA",4.1,Saddmun Ahsan,"Good food, real ""American"" style portions!

FOOD
I thought some of the dishes were quite good. We got an assortment of dishes for the table, including the pancakes which were quite delicious. I got the avocado toast for myself. The toast itself was okay and the avocado had mint running through it which I found to be a bit strange. However, the crispy potatoes were quite delicious and made the entire dish worth it in my eyes. The prices also weren't out there crazy, which I appreciated.

AMBIANCE
The inside of the restaurant was quite spacious. In fact, when you go downstairs it's amazing how much space there really is at this restaurant. There is a large dining area in the back that's more dimly lit, less natural light and has a more moody vibe (that's where we sat). The front of the restaurant is more well lit and reminds me of a diner. Overall, it was a great space and on Wednesday morning there really isn't a lot of people there so we felt we had the entire restaurant to ourselves!

SERVICE
The staff were great and very helpful and attentive. One thing that was unfortunate was that the food came out a bit slow, especially the drinks which was a bit of a bummer.

Overall, very solid place and I can see myself coming back here.",4
22,The Standard Grill,"The Standard, High Line, 848 Washington St, New York, NY 10014, USA",4.1,Augusta Lebech,"The Standard is one of my favourite places to eat in the city. We went here mostly for breakfast and lunch, but the duck they served for dinner was amazing. The french fries are a must try! While youre there head down to the basement for a cool picture!!",5
23,The Standard Grill,"The Standard, High Line, 848 Washington St, New York, NY 10014, USA",4.1,Negin Eskandari,"We ordered several food like oysters ( delicious), long Island duck ( not delicious), wagu( delicious), banana pudding ( delicious).
The atmosphere and decorasion was nice.",4
24,The Standard Grill,"The Standard, High Line, 848 Washington St, New York, NY 10014, USA",4.1,Terri Laws,"Excellent service, food, and hospitality. There for a friend's birthday celebration. Wait staff were appropriately attentive but not bothersome. Made great suggestions. The chef was warm and her creations pleasing and ample. Chris Session, the Hospitality Director was fantastic! Fine dining in a casual atmosphere. All-in-all a wonderful experience.",5
25,The Standard Grill,"The Standard, High Line, 848 Washington St, New York, NY 10014, USA",4.1,Fandila Quintonla,"People on the reviews are serious haters. This place is as delightful as it ever was. I can’t imagine what the restaurant owners and staff really endured during covid. We came here for brunch on a Sunday and it was delicious. Lobster roll. White wine. Crisp day. Sunny. Service was attentive. Food was bomb. We came in hungry and left happy. Thank you Standard for a happy Sunday funday. Also, to all the reviewers complaining abt the prices. - why go to a place and complain abt the cost when you know what it costs? You hating and nobody needs that. In post Covid world, we spreading positive vibes, supporting an industry hit the hardest and we bringing back a stronger New York.",5
26,LOS MARISCOS,"409 W 15th St, New York, NY 10011, USA",4.7,minhazul abedin,"The fish and shrimp tacos were amazing. Not sure what the enchilado taco was supposed to be but yeah that was good too. There’s usually an afternoon line and long wait time so be prepared. Other than that, way better than other taco places around",4
27,LOS MARISCOS,"409 W 15th St, New York, NY 10011, USA",4.7,Jenny,"Los Tacos No. 1 is my favorite taco spot. When I found out about this seafood version of their restaurant, I knew I had to try it.

Especial Ceviche - Love the crunchy tortilla bottom and creamy avocado slices on top. Very refreshing.

Fish Taco - The fish was so fresh and fried perfectly. Absolutely delicious.

Spicy Shrimp Taco - Not too spicy. So flavorful and tasty.

It's awesome that Los. Tacos No. 1 is right next door, too. Next time, I'll grab a chicken taco before heading over for another shrimp and fish taco.",5
28,LOS MARISCOS,"409 W 15th St, New York, NY 10011, USA",4.7,Rebecca Saidaroos,"This was the best taco I had in NYC ! The shrimp taco was amazing, the was so juicy and crispy! And the ceviche left me speechless! Fresh ingredients showcased the right way ! And I love the atmosphere of the restaurant!",5
29,LOS MARISCOS,"409 W 15th St, New York, NY 10011, USA",4.7,Soobean,"fresh and tasty tacos!

we got the fish and shrimp tacos. both were yummy, fresh, and filling. the guacamole was solid as well.

great spot for tacos.",5
30,LOS MARISCOS,"409 W 15th St, New York, NY 10011, USA",4.7,The Foodie Architect,Love this taco place. It’s part of the chain but they really do it right. Seafood tacos with amazing drinks. There is secret entrance right inside of the Chealsea market. I can’t wait to come back again.,5
31,Catch NYC,"21 9th Ave, New York, NY 10014, USA",4.0,Joyful Journeys,"Absolutely great and lively restaurant to dine out. It was packed when I was there and a reservation is highly recommended. The fish and sushi are of great quality, as are the meat dishes. There is no need to focus on the signature dishes only, as all the meals we tasted were great. Outstanding selection of US and international wines.",5
