id,name,address,rating,author,text,review_rating
1,Mido’s,"631-615 6th Ave, New York, NY 10011, USA",4.7,Fabiola Zoxie Fontaine,"I recently tried this fantastic Halal food cart in the city! I ordered both the Chicken over Rice and Lamb over Rice platters, which were priced at $9 each. While the flavors were amazing, I felt the portion of meat could have been more generous. They included fries with the meal, but if not eaten immediately, they tend to get soggy. The convenience of accepting credit cards is a plus. The service was quick, and the staff were friendly. I particularly enjoyed their hot sauce, which had a satisfying level of heat. Overall, I recommend this Halal cart for its tasty options and efficient service.",4
2,Mido’s,"631-615 6th Ave, New York, NY 10011, USA",4.7,SH,"Wow there are more chicken than rice!! So great!! And they are super professional, taking orders in orderly. Price and good were so great. No wonder they have no ratings!! Would def go back!",5
3,Mido’s,"631-615 6th Ave, New York, NY 10011, USA",4.7,W aLe,"Delicious food and tasty 🤤
You can’t beat the price $9 for a whole platter ,
Spicy rice over chicken  is the one to go for",5
4,Mido’s,"631-615 6th Ave, New York, NY 10011, USA",4.7,Shelbi Richardson,"There a lot of chicken and rice/Halal food places throughout New York, but I strongly feel you should give your business to this one. I have gotten a meal from here for about 3 days in a row (just so far) because it’s so good. Easily my new favorite meal. The men running the cart are very hardworking and kind. They remember our order each time. I couldn’t even wait to take the photo and started eating it already. We also got a hotdog that we ate before I could get a picture. Their food is amazing, and it’s because their attitude and work ethic reflects in it. 11/10, please try this place if you’re in the neighborhood.",5
5,Mido’s,"631-615 6th Ave, New York, NY 10011, USA",4.7,A PG,"I’m a repeat customer to this cart for a number of reasons. $$ is fair, and food is great. Guys are always greeting me with a smile and ready to take order.",4
6,Rosa Mexicano,"9 E 18th St, New York, NY 10003, USA",4.2,Bryan Senker,"Our recent visit to Rosa Mexicano in New York City was a delightful experience from start to finish! As a big group, finding a place that accommodates everyone comfortably can be a challenge, but Rosa Mexicano handled it with ease. They had plenty of room for all of us, and the staff was incredibly attentive, enhancing our evening with their prompt and friendly service.The culinary highlight of the night had to be the fajitas. They were absolutely amazing—perfectly seasoned, sizzling hot, and paired beautifully with sides that complemented the flavors well. Another standout was their fresh guacamole, prepared right at our table. It was fresh, flavorful, and a real treat for our taste buds.Overall, our experience at Rosa Mexicano was fantastic. Whether you’re dining as a large group or a small one, you can look forward to great food and excellent service in a welcoming environment. Highly recommended for anyone looking to enjoy a wonderful meal in the heart of New York City!",5
7,Rosa Mexicano,"9 E 18th St, New York, NY 10003, USA",4.2,David Ryan,"The food is always spot on, generous portions, and on the pricing high end. There’s a great chance you will have a fun experience and be full too. This place is really big and bright, so bring on the guacamole. I enjoyed the chicken quesadillas too.",4
8,Rosa Mexicano,"9 E 18th St, New York, NY 10003, USA",4.2,Adrian Alonso,"All the food was delicious! The best were the guacamole dip and the birria tacos, so tasty!!! I will go back just for those. But everything was really nicely prepared, the margaritas, the queso dip, the Ceviche,... Also the staff was helpful and friendly. Plus they have outside dining which was perfect for us to have lunch with our dog. Totally recommended!!!",5
9,Rosa Mexicano,"9 E 18th St, New York, NY 10003, USA",4.2,Andrew E,"Energetic happy tasty place to spend some celebratory moments.  Great food, cocktails  and service.  We loved the blood orange margaritas.  Get a pitcher! Yumbo!",4
10,Rosa Mexicano,"9 E 18th St, New York, NY 10003, USA",4.2,cassy,"The ambiance was good, and the music was loud, take that as you will. We had to wait a bit for a table but some bar seats opened up, and it was ready sooner than expected.

The margarita was just ok in my opinion, especially considering they claim it is highly rated, not bad though.

The cheese enchiladas were good but the rice wasn't the best. The esquites was really good.",3
11,Thai Villa,"5 E 19th St, New York, NY 10003, USA",4.7,Maribel Franco,"Me and my sister had a girls date. We love Thai food and research before coming to Thai Villa. The service was truly exceptional. Our cocktails were definitely something different. The food was definitely a 10 star. from the moment we arrived the waiters and bartender were greeting everyone with smiles, and that is a focal point when you enter a restaurant . beautiful decor and they are very attentive to your table once you sit down. We will definitely be back truly one of a kind.",5
