id,name,address,rating,author,text,review_rating
1,Ear Inn,"326 Spring St, New York, NY 10013, USA",4.5,Mrs E,"What a cozy little spot. Had a jolly few hours here today. Tasty little negroni and my friend had a spiced margarita. Both blended well and refills soon followed.
The steamed dumplings were fresh, hot and mega tasty.
Lovely friendly staff and patrons alike - such a great vibe!",5
2,Ear Inn,"326 Spring St, New York, NY 10013, USA",4.5,Srinivasan S,"This is a great place with a bit of history. The drinks were good, and their menu is shot and precise. We went there around 9 p.m., where the crowd was spilling outside. But we were called back in within 10 min as tables cleared. The drinks were good, the wings were great. The burgers were ok.",5
3,Ear Inn,"326 Spring St, New York, NY 10013, USA",4.5,w brewer,"They happily accommodated my party of 8 visitors from UK-everyone liked the food and the service was friendly. The shepherds pie was awesome! If you like an old school pub feel and don't mind it being a bit warm (no ac?), this is a unique NYC spot.",5
4,Ear Inn,"326 Spring St, New York, NY 10013, USA",4.5,ReedH,Nothing fancy and no exotic beers on tap but it is a great little dive bar that’s still worth a visit for the history alone. The guys behind the bar are a friendly crew and will keep your pint full. And the food isn’t bad either - I had the garlic shrimp as a starter and a burger and both were solid. I’d go back if I were in the area.,4
5,Ear Inn,"326 Spring St, New York, NY 10013, USA",4.5,Pey C,Amazing vibes!!! It gets crowded easily but the waitresses are very attentive. My friend and I had a great time. We both had burgers and very juicy. Definitely will come back again.,5
6,Lindens,"2 Renwick St, New York, NY 10013, USA",4.8,Ethan Castillo,"TLDR; this is a simple yet fine dine experience, great service and the food is delicious.

Linden’s is a chic and very simple restaurant that is beautifully accentuated by the decoration and wide open spaces. The food service is exceptional and the waiters are very knowledgeable and courteous. After every plate, we were brought new silverware and our table was wiped off. The waiters were very tentative to refill our glasses and would bring us another bottle of water promptly.

The food service was quick, we didn’t have to wait very long for it to come out nice and hot. We were here twice and ordered the pancakes, the avocado toast, the carrot ravioli, the giardiniera with pita bread, the burgers and the strawberry tart. All was super delicious and the waiters checked on us periodically to make sure that we were satisfied.

It was our anniversary and Isaiah (the manager) made it very special for my wife and I- the both times we visited! A very well spoken gentleman, made sure to check up on us throughout our visits. Definitely elevated the experience tenfold. We are very grateful for the wonderful service we received from Isaiah, our waiters and Zeury at the front desk. Zeury takes great pictures, loves taking them and she is just the sweetest! My wife loved her. We will definitely be returning in the near future.

Also, if you leave a note when making a reservation: they read EVERYTHING. This restaurant alone made our NY trip well worth it.",5
7,Lindens,"2 Renwick St, New York, NY 10013, USA",4.8,Carol Broughton,"We were greeted by the warm, friendly host who went above and beyond to make my daughter’s birthday celebration extra special. Our server Dan was exceptional. He made great suggestions and brought each course out at the perfect time. My daughter was surprised withe birthday celebration. The food and service were impeccable. The restaurant atmosphere was warm, friendly and the decor was very nice. I highly recommend this place.",5
8,Lindens,"2 Renwick St, New York, NY 10013, USA",4.8,Mandy Kuo,"Good lunch spot with coworkers close to Tribeca area. Everyone liked the sharing items we got, especially the house roll and kale pita. My colleague really liked his gnocchi which was fluffy and crispy. The green bowl I got was a bit underwhelming with just mixed greens like a full salad. Service was attentive and efficient.",5
9,Lindens,"2 Renwick St, New York, NY 10013, USA",4.8,Shabnam Rezaei,I don’t give 5 stars. This place is a real gem. I stopped in here casually for a quick Saturday brunch with my daughter. The decor is nice and the staff if ok. The food was absolutely heavenly. We tried the avocado toast and the açaí bowl. They were both delicious with fresh ingredients. My coffee with almond milk was also yum! Would definitely go back for something casual when in the hood. Prices are on the high side. Go!,4
10,Lindens,"2 Renwick St, New York, NY 10013, USA",4.8,Keya Bellare,"I went to Lindens for lunch with a friend. The space was large and had a lot of natural light. Service was friendly and quick.

We ordered the honey butternut squash ravioli and spicy sausage pizza. Both of us felt that the ravioli was too sweet, but the pizza was very well balanced. I ordered a latte at the end of my meal which was served with biscotti - a nice surprise treat!",4
11,Essen Fast Slow Food,"160 Varick St, New York, NY 10013, USA",4.1,Jeremy Waldon,Go here if you like spiders in your food! Have also previously found hair and bits of steel wool in food. Really should have stopped going a long time ago but have to draw a hard line at LIVING SPIDER. Cashier tried to very discreetly give my cash back but when I tried to get in touch with a manager they gave me the run around for two days and said “he’s not here we don’t know when he will be here”.,1
12,Essen Fast Slow Food,"160 Varick St, New York, NY 10013, USA",4.1,Anthony Gibbs,I was extremely impressed with how good the food was and affordable for Manhattan I highly recommend this establishment of you’re looking for good tasting food at a reasonable price in the Manhattan,5
13,Essen Fast Slow Food,"160 Varick St, New York, NY 10013, USA",4.1,XDF,"I often go for lunch during the week - there is an unmatched variety of food to choose from that can satisfy any craving. Gets pretty crazy during the breakfast and lunch rushes, but moves fast enough to where you aren't waiting forever. A bit on the pricier side in my opinion, but 100% worth it. I have gotten some of my best and fastest meals from here.",5
14,Essen Fast Slow Food,"160 Varick St, New York, NY 10013, USA",4.1,Analie Fernandez,"I love this place ❤️ There's a lot of choices  for your hearty  breakfast, or lunch, and or dinner!😍😘 A buffet hot food, a cold cuts, smoothie bar, salad bar,  pastries, and soups area,  and varieties of coffee and milk and creams in their coffee bar__but, I always go for half & half for my dark roast coffee, and a lot more👍(see pics) 😘 They have mezzanine seating area inside and  few 2-sitter tables outside, on the sidewalk--so,I guess, it is Essen & the sidewalk tables? ☺️

I gave them 5 stars because the place is neat and clean and you have so many choices what to eat for the day and they have a good seating area.

When I dropped by earlier, I already had my lunch__so, I only bought coffee and Blueberry Scone and Cheese Croissant, for my sweet-tooth me as my ""merrienda (snack) at work☺️. I am on my way home and decided to drop by to take a pics as my evidence for you all to see🥰

The kind manager let me take a pic, but he also told me to take picture at around 11am__because they're not much food anymore for they are about to close soon. But,I told him I just need pics of every area of food and the seatings ☺️

THE END🌹",5
15,Essen Fast Slow Food,"160 Varick St, New York, NY 10013, USA",4.1,Michael Ostuni,I have the salad bar and I thought it was just decent. Everything seem to be a little bit oily but it is fresh. It is also quite pricey but I don’t think you’ll find anything cheaper this area. Not a bad place to stop for some healthy food. The place is very clean,4
16,La Sirène Soho,"558 Broome St, New York, NY 10013, USA",4.5,Nat Cooper,"Marion, the server, is the best. This place is truly a hidden gem in SoHo. There is not one miss on the whole menu. Recommend the goat cheese tart and the hanger steak which arrives in a bath of garlic and butter. Do not skip dessert. This feels like one of those bistros in France where you can just hang with the owner and chat for hours. I love this spot.",5
17,La Sirène Soho,"558 Broome St, New York, NY 10013, USA",4.5,Pete Basica,"For NYC this place is a bargain. A $95 pre-fixe Valentines Day dinner is a steal.

The Foie Gras is delicate, subtle, extremely well done.

I have no idea how they make pureed carrots so damn good.

The mains and dessert are well prepared and the coffee americano is perfect.",5
18,La Sirène Soho,"558 Broome St, New York, NY 10013, USA",4.5,Tal Malinovitch,"Amazing place, the food is absolutely incredible! We had the filet mignon with fois Gras, and it just melted in our mouths, absolutely delicious! Our favorite place in the city!",5
