id,name,address,rating,author,text,review_rating
1,Crif Dogs,"113 St Marks Pl, New York, NY 10009, USA",4.4,Christian Garcia,Great spot for hot dogs!   My only complaint about this spot is that the music is TOO LOUD!!  You can't have a conversation.   The hot dogs are deep fried and taste great.   They have a pork/beef blen (Frankfurter) and a NYer that's all beef.   Try out the Chili dog.   That was my favorite!!,4
2,Crif Dogs,"113 St Marks Pl, New York, NY 10009, USA",4.4,janny kim,The wait was 2 hours for the speak easy place. So we tried the food up front. I got the chili dog and my partner got the Philly tube. His was okay mine was better with some extra toppings you can get customized. Def good :) but I think this place is more about the experience,4
3,Crif Dogs,"113 St Marks Pl, New York, NY 10009, USA",4.4,Kishor Bhat,"Veggie dog is nothing to celebrate, so I'm quite surprised it showed up in multiple lists raving about its quality. You will need something to drink if you order the tots! Lady behind the counter seemed grumpy about life.",3
4,Crif Dogs,"113 St Marks Pl, New York, NY 10009, USA",4.4,Shar Chaldecott,"We went to the secret place. Please don't tell!
An amazing hidden gem. I was given a lovely birthday card and a birthday cocktail. Our waitress was lovely and the cocktails were amazing!!!",5
5,Crif Dogs,"113 St Marks Pl, New York, NY 10009, USA",4.4,Pagna Tep,"Very nice hot dog joint.
Simple, fast à with good product.
Go get one if you are around.",5
6,A10 Kitchen,"162 Avenue A, New York, NY 10009, USA",4.6,Shivaun McGuckin,"Had a great night here in early April. Sat at the bar, superb service from Grace and Florian and they were so personable - making conversation and chatting to them all night. I definitely made the most of the $7 Happy Hour Spicy Margaritas, so much so that I probably should have gone for the $21 pitcher 🤣 while my husband drank beer. We didn’t really eat - other than gorgeous pretzel bites - but the food that other people ordered looked really good. It was the first night of our trip and a great way to start. Would definitely recommend.",5
7,A10 Kitchen,"162 Avenue A, New York, NY 10009, USA",4.6,Christi Balaki,Amazing happy hour but be prepared to wait. The mojito (5/5) which was only $6 was extremely strong and had wonderful flavor. The Mac n cheese (5/5) is heavenly for only $5. The pretzel bites (4/5) while good were not worth the $10 with the cheese. I'd pass and get the Mac n cheese next time.,5
8,A10 Kitchen,"162 Avenue A, New York, NY 10009, USA",4.6,Zoe Scourtes,"Been coming to A10 for happy hour for a while now but they recently raised their prices which was disappointing. Besides that, they have a really nice outdoor seating that doesn't feel like you're right on Avenue A with nice booths and heating in the winter. They are also pretty accommodating for groups of 6 or so. The most recent time I went it was 80 F in the city so it was really busy and they gave us a time limit. I recommend if it's warm to make a reservation so you have a better chance of getting in with no time limit. The food specials for happy hour are pretty good and taste really good. The burger used to be $10 and is now $12 which is sad. Everything is going up. Overall, pretty good drinks and food. Not too strong though for the pitchers.",5
9,A10 Kitchen,"162 Avenue A, New York, NY 10009, USA",4.6,Natalie,Went on NYE. It wasn’t crowded at all we were seated right away. I got the salmon with mashed potatoes and my boyfriend got steak and mashed potatoes. The food was good we both enjoyed it. We also had the watermelon martini which we both enjoyed.,4
10,A10 Kitchen,"162 Avenue A, New York, NY 10009, USA",4.6,Ria S.,"Came Tuesday night with no reservation 15 minutes from happy hour ending, but the host was able to accommodate us at the bar. Super lively, even on a Tuesday, and the happy hour deals are unbeatable. We got a Mango Mojito Pitcher for $20, which split between two people easily gave us 2.5/3 drinks each. To soak up the drinks, we ordered the Mac and cheese, which is insanely cheesy. The bartender was definitely on our side trying to get our orders in before happy hour ended. Great time, will be back for sure!",5
11,Paquitos,"143 1st Ave., New York, NY 10003, USA",4.4,Kirsten Chong,"Really delicious food! Super flavorful. The black beans have a smoky taste to it which I loved. Very reasonable prices for 2023, especially given the portion sizes (I ended up finishing my three amigos fajitas over two meals), will definitely be back.",5
12,Paquitos,"143 1st Ave., New York, NY 10003, USA",4.4,Dwight Kenneth,Really good portion tacos. Decent price. Staff was super friendly which was the best part. Nothing really stood out. Would have wished there was more onions on the tacos so there was more contrast in flavor and textures. The smoked brisket taco was really good and the meat was really tender. Would happily come back.,3
13,Paquitos,"143 1st Ave., New York, NY 10003, USA",4.4,tyler nagel,"My favorite spot for burritos in the city. My gym used to be in the area and I would always have a  craving for good Mexican cuisine. My search for something filling where I can pack in a lot of calories after grueling workouts ended at the doorstep of Paquitos.

Their burritos are bigger than my forearms, and that's before you add in the lettuce and tomatoes they put on the side. I most commonly do the combo, carnitas, and suadero burritos, all delicious choices. I personally opt for diving right in and getting a little messy, but I've had friends who dissect the big burrito with a fork and knife.

They have a nice punch card loyalty system, and although seating is limited, the restaurant will probably have a soccer game on, with some Spanish music blessing your ears. If you are looking to enjoy the outdoors, Tompkins Sq. park is a short walk away. They are open till midnight, and out of all the restaurants I know that are open that late, none give me more enjoyment than Paquitos!",5
14,Paquitos,"143 1st Ave., New York, NY 10003, USA",4.4,Charlie O'Neill,Local spot with small storefront. Big menu. Food came out really fast. Ordered the steak burrito and it was so delicious. Staff was friendly and I will be going back very soon. Had a lunch special that looked pretty good. Took credit card no problem. Mexican soda was a bit expensive (2.75) but always worth it. Gracias a todos!,5
15,Paquitos,"143 1st Ave., New York, NY 10003, USA",4.4,Gopa Sheppillayar,"Good food , great service.  too small place we were lucky to grab the only one table in the whole place on time from the previous guests ! Food is good, so  i guess  take out next time.",5
16,NY Grill & Deli,"191 Avenue A, New York, NY 10009, USA",4.1,Jankedy Jim,"BEST CHOPPED CHEESE IN NYC. Best Chopped Cheese in the UNIVERSE!!!!! Craving a heavenly delicious chopped cheese? This is the place! Consistent quality and will fill your heart with joy! Try it with  butter on bread over Mayo! Life changing experience! You’ll always have a moment to look back on and smile. No matter how tough and challenging life can be, whenever I think about this chopped cheese it put’s  a smile on my heart! I miss that chopped cheese in the photo already!😞☺️",5
