id,name,address,rating,author,text,review_rating
1,Siena Cafe • Italian • Bar • Restaurant,"1580 3rd Ave, New York, NY 10128, USA",4.2,Crystal,"I love dining here on Sundays for brunch! It’s an amazing place to hangout, eat have drinks and enjoy great food. The food portion is a lot but it is worth every bite. Trust me!

The staff are helpful and friendly! I HIGHLY recommend this place!

Anything you order you will LOVE!",5
2,Siena Cafe • Italian • Bar • Restaurant,"1580 3rd Ave, New York, NY 10128, USA",4.2,Giang Nguyen,"I had the avocado toast around 3pm on a Sunday afternoon after being out playing sports on a mostly empty stomach for the entire morning. The avocado toast was heavenly. Perhaps partly due to my starvation and exhaustion 🤣 (The avocado on a separate plate was an ""extra"" that I ordered -- $4).

No, but more seriously, the toast had the right amount of crunchiness, the smashed avocado had the right amount of salt and sweetness, and the veggies contributed a nice hint of sourness. Overall, very satisfying.

The iced coffee with milk and no sugar was also delicious. Can one associate deliciousness with coffee? I don't know but that was how it felt 😄

5 ⭐ overall despite a 3 ⭐ for service -- the server didn't do anything wrong, but I just didn't feel very welcome 🤣",5
3,Siena Cafe • Italian • Bar • Restaurant,"1580 3rd Ave, New York, NY 10128, USA",4.2,Ella Kymc,Wish you guys have another server or someone who can help the server cuz he is totally lost . I love my salad but for my friend who ordered salmon risotto was totally off there is no risotto just a rice and salmon by itself was great. Service was super slow because of the to go orders and server needs to train more but ambience was great such a cute restaurant,2
4,Siena Cafe • Italian • Bar • Restaurant,"1580 3rd Ave, New York, NY 10128, USA",4.2,Jens Engelfried,Nice atmosphere however the music and conversations are very loud. Food is good. Service excellent. Very pricey even for NYC.,4
5,Siena Cafe • Italian • Bar • Restaurant,"1580 3rd Ave, New York, NY 10128, USA",4.2,Sabrina Anikina,"Went here for a date night on a weekday. The ambience and service were good. The food didn't live up to the hype. The bread basket was stale bread. The pesto gnocchi had little flavor, the pesto needed more salt or cheese. The seafood in the risotto was overcooked and dry. The scallop dish was luke warm and the scallops were also overcooked. Not sure if it was an off night.",3
6,Lex Restaurant,"1370 Lexington Ave, New York, NY 10128, USA",4.6,Mac Maccer,"Definitely not recommending this place. The waiter was very pushy in upselling the food. Food was okay but not to come back for. It was lacking freshness and vibrance. Prices are too high for what is presented. The restroom was not clean, no towel(s) and very smelly. We had to take our own coats when we were leaving. The television(!!!!) at the bar was an annoying distraction. The courtesy to say goodbye from staff was not there. We went here because of the positive reviews. But this place has had its best days long ago…",2
7,Lex Restaurant,"1370 Lexington Ave, New York, NY 10128, USA",4.6,Emma Duncan,We had a great time and a great food with friends! Would to come again and definitely will do!,5
8,Lex Restaurant,"1370 Lexington Ave, New York, NY 10128, USA",4.6,William Ho,"A traditional Italian restaurant with excellent service and good food. We sat at the outdoor heated seating, which was very comfortable but have also previously dined indoors. The indoor decor is very cozy. The seafood risotto was excellent, and the veal piccata was tender and well marinated. We ordered the special dessert for the day (apple crumble pie with ice cream) and the warm chocolate brownie with ice cream. Both desserts were super yummy.",5
9,Lex Restaurant,"1370 Lexington Ave, New York, NY 10128, USA",4.6,Brandon,"Absolutely phenomenal restaurant. The food here is amazing but most importantly, the service is excellent. The food came out in a perfectly timed manner and the staff made sure I was well taken care of.",5
10,Lex Restaurant,"1370 Lexington Ave, New York, NY 10128, USA",4.6,Melissa K,"Quaint little place we decided to stop at as we had time to kill before an event! The staff was super friendly, the food was amazing and perfect portion sizes - not too small that you're still hungry but not too big that you can't finish. The place feels on the fancy side and the prices are what you'd expect. Overall, worth it and when we're back down to the city, we'll definitely come back!",5
11,Paola's,"1361 Lexington Ave, New York, NY 10128, USA",4.5,Marco Bottero,"A real gem.
I am very picky when it comes to Italian food having grown up in an Italian family.  You would think New York City is full of great Italian restaurants. I have discovered that is not the case, until I ate at Paola’s restaurant.
Paola’s delivers an authentic and delicious meal with a unique menu and accessible wine list.
I also loved the simple but all home made deserts.
Definitely my favorite Italian restaurant in all of New York.",5
12,Paola's,"1361 Lexington Ave, New York, NY 10128, USA",4.5,Sub Bot,"Great food, if a bit on the pricy side. Ordering takeout is always a great option from Paola's! The bread is sometimes stale, so if you're not there in person you may want to get some of your own to go with your dinner.",5
13,Paola's,"1361 Lexington Ave, New York, NY 10128, USA",4.5,Benjamin Sommer,"Paola’s is a fabulous upscale restaurant that recently relocated from Madison Avenue to Lexington Avenue. Let me break down our most recent meal. We started off with the warm mozzarella which is hands down the best in the city. The portion is a bit small but the taste makes up for it. We also started with the Arugula Salad which is always very good. For main courses we ordered the salmon, branzino, the veal and the pesto which we got to share. Both fish dishes were a relatively big portion and were very tasty. The veal was small but tasted really great and so did the potatoes that came along with it. Finally, the pesto was a pretty small portion, but very good. For dessert, the cappuccino was just the right size however it could have been a little warmer. We also got the tiramisu which was so so good. Finally the biscottis were just the right thing to top off the fabulous meal. Overall a great experience. 5 stars.",5
