id,name,address,rating,author,text,review_rating
1,Malone's Irish Bar & Restaurant,"692 3rd Ave, New York, NY 10017, USA",4.8,Amanda Morris,"This is a FABULOUS Irish bar! It's dark inside, authentic and just the place to feel at home especially for pond jumpers! Our server was down to earth, helpful and kept the drinks flowing for us! We had a late dinner here too but I forgot to take photos (sorry, we got into the city late after a long flight - I did manage to grab a photo of the outside the next day!) I had the chicken curry with fries and rice and it was very good. This place stays open until the early hours so it's the perfect spot to bed in and chill for the night with friends/family. Highly recommended for a chill vibe!",5
2,Malone's Irish Bar & Restaurant,"692 3rd Ave, New York, NY 10017, USA",4.8,Kevin Joyce,"Malone's Irish Bar and Restaurant is your typical Irish Pub, which is a good thing.  In this day and age many are trying to mess with a tried and true formula in order to stand out, but Malone's stays true to Irish faire.  This is why you will find the patrons of this establishment have Irish and English accents, they feel at home.
The decor is traditional and inviting, a little tight near the bar area, but acceptable.  The wait staff is efficient and timely.  There is wide selection of beers and spirits.  I noticed they have some small distillery labels which I appreciate and the quality of most mainstream whiskies have declined over the years.
The food is ""A-"" to ""A"".  I had the corned beef and cabbage, which I know is an Irish-American dish, but it has come to be expected at any Irish pub, but rarely found for some reason unless it's around St.Patrick's day.  The boiled potatoes were great, the meat and cabbage both were tender.  I also had the sweet chilli wings and they were AWESOME.  My friend had the shepherd's pie and was thoroughly satisfied, took half home and told me how he enjoyed the leftovers even a few days later.

If you decide to go to Malone's you will not be disappointed.",4
3,Malone's Irish Bar & Restaurant,"692 3rd Ave, New York, NY 10017, USA",4.8,EDWIN,"Great bar and restaurant. The staff is extremely helpful and very attentive to their customers. The food was delicious came out really quick. The burgers were real thick. The beers were cold. And the restaurant area is separate from the bar area so be okay to bring kids. Open dining area in the back with plenty of room. There's a couple of booths on the left hand side as you walk to the open dining area. They even outside sitting area as with the Irish doors on the wall.
The only complaint I have is that they don't have light beer on tap like Coors light for example. But they do have a variety of draft beers and a well stocked bar.
The owner is very Nice he came and chatted with us for about a good 20 minutes and we had a lot of laughs with him.",5
4,Malone's Irish Bar & Restaurant,"692 3rd Ave, New York, NY 10017, USA",4.8,PhilYouIn,I have lots of experience with bars and this is an excellent one. They open at 7AM (!) and stay open until 4AM. The place has been around for years yet looks brand new. Super clean. Super friendly bartenders who know how to mix a cocktail and build a Guinness. We are at the bar and the food was cooked perfectly. It got very crowded with lots of happy people. The bathrooms are very clean as well. Reasonably priced. Fun place.,5
5,Malone's Irish Bar & Restaurant,"692 3rd Ave, New York, NY 10017, USA",4.8,FLERIZA ARANZAZU,Stopped here on a Sunday night. Not too crowded and we enjoyed our time talking to the bartenders. Tim was very nice and friendly. We didn't get the other bartender's name but she is also nice and friendly.,5
6,Slice Pizza,"700 3rd Ave, New York, NY 10017, USA",4.2,Amanda Morris,We visited here several times during our weekend in New York for a late night slice! The pizza is a solid 4/5 and they only took a few minutes to warm up a slice in the oven and you're on your way. $2 a slice (plain cheese) you can't go wrong!,5
7,Slice Pizza,"700 3rd Ave, New York, NY 10017, USA",4.2,George Mais,This pizza is amazing.  The slices are crunchy but not hard. The sauce is perfect! This a walk in walk out place. You get your pizza and go.,5
8,Slice Pizza,"700 3rd Ave, New York, NY 10017, USA",4.2,X “hungrytommy” X,"The man behind the counter was friendly and polite, but the pizza wasn’t great. I got the meat lovers which only had two meats on it. It was pretty greasy which I generally don’t mind, but this was too much. There wasn’t enough sauce and I didn’t like the dough.

The space is really small with just a little counter to stand at if you don’t want to get it to go. You could never walk with this pizza. You would get grease all over you.

My son loved the cheese pizza, but then again his taste in pizza is questionable. Again, really nice people.",3
9,Slice Pizza,"700 3rd Ave, New York, NY 10017, USA",4.2,Christian Mattos,"THIS IS THE CLEANEST AND BEST PIZZA IVE EVER HAD. I HAVE BEEN COMI G HERE FOR 2 YEARS.
BEST PART IS THAT IT IS HALAL AND THERE IS 0 PORK YET IT IS SO DARN GOOD, AND I LOVE PORK.
@DAVID PORTNOY WHY HAVENT YOU REVIEWED THIS PACE YET??????",5
10,Slice Pizza,"700 3rd Ave, New York, NY 10017, USA",4.2,Murad Assaf,"This is my local pizza spot, I prefer this over 99cent fresh around the corner. It’s a solid 4/5 and great for a late night bite on the way to or back home. My only complaint is that they tend to leave the pizza in the oven a bit too long sometimes, so I’ve found that asking them to slightly heat it up makes all the difference.",4
